,Date,LCID,PSNY,FORD,TSLA,LI,NIO,LCID_z_norm,PSNY_z_norm,FORD_z_norm,TSLA_z_norm,LI_z_norm,NIO_z_norm
166,2021-05-18,19.3799991607666,10.0,2.440000057220459,192.6233367919922,19.40999984741211,34.189998626708984,-0.35178078498701326,0.22835876670042804,1.1619524971558914,-1.1727408303020477,-1.4955002158310429,0.6684131428039208
167,2021-05-19,18.96999931335449,9.779999732971191,2.470000028610229,187.82000732421875,19.549999237060547,33.459999084472656,-0.3931081581429039,0.13068868156018104,1.2193590566314705,-1.251369169592944,-1.4695356097677101,0.6057408849752733
168,2021-05-20,19.790000915527344,9.760000228881836,2.8299999237060547,195.5933380126953,20.270000457763672,34.33000183105469,-0.3104532195732253,0.12180981384992376,1.9082382265652105,-1.1241232484262678,-1.3360025414620522,0.6804327625597236
169,2021-05-21,19.809999465942383,9.760000228881836,2.650000095367432,193.6266632080078,20.489999771118164,34.060001373291016,-0.30843739551671423,0.12180981384992376,1.5637988697117318,-1.1563168289114945,-1.295200967113783,0.6572525585681168
170,2021-05-24,19.399999618530277,9.760000228881836,2.5299999713897705,202.14666748046875,20.809999465942383,35.88999938964844,-0.3497647686726042,0.12180981384992376,1.3341721755826312,-1.0168481975820094,-1.2358530939740358,0.8143623933985836
171,2021-05-25,20.280000686645508,9.729999542236328,2.400000095367432,201.56333923339844,19.989999771118164,36.06999969482422,-0.26106197341759785,0.1084908772026836,1.085410417855119,-1.026397018173296,-1.3879321073299444,0.8298158627263215
172,2021-05-26,19.989999771118164,9.729999542236328,2.440000057220459,206.3766632080078,22.81999969482422,37.7599983215332,-0.29029363320283114,0.1084908772026836,1.1619524971558914,-0.9476050733084297,-0.8630738678561192,0.9749064053021369
173,2021-05-27,19.8799991607666,9.75,2.8299999237060547,210.2833404541016,23.649999618530277,38.90999984741211,-0.3013815306741814,0.11737016830084371,1.9082382265652105,-0.883654526907898,-0.7091401892469394,1.07363686739589
174,2021-05-28,19.71999931335449,9.699999809265137,2.8499999046325684,208.4066619873047,23.299999237060547,38.619998931884766,-0.31750927667365614,0.09517236394334627,1.9465092662155972,-0.9143749078888902,-0.7740520581464986,1.04873957486774
175,2021-06-01,21.559999465942383,9.760000228881836,2.7100000381469727,207.96665954589844,23.809999465942383,42.34000015258789,-0.13204000542180278,0.12180981384992376,1.6786119886628907,-0.9215775496155987,-0.6794662526770665,1.3681108376394546
176,2021-06-02,23.559999465942383,9.779999732971191,2.690000057220459,201.7066650390625,24.34000015258789,41.15999984741211,0.06955701182952458,0.13068868156018104,1.640340949012504,-1.024050839308718,-0.5811711167010936,1.2668049064914624
177,2021-06-03,22.959999084472656,9.800000190734863,2.650000095367432,190.94667053222656,24.959999084472656,40.900001525878906,0.009077868202546847,0.13956797265834114,1.5637988697117318,-1.2001871015676246,-0.4661847009281404,1.2444834105187028
178,2021-06-04,23.950000762939453,9.760000228881836,2.7100000381469727,199.68333435058597,25.63999938964844,41.93999862670898,0.1088685609289038,0.12180981384992376,1.6786119886628907,-1.0571718510857764,-0.34007029363556374,1.3337697219108917
179,2021-06-07,26.5,9.760000228881836,2.880000114440918,201.7100067138672,26.68000030517578,43.68000030517578,0.3659046810211872,0.12180981384992376,2.003916281917957,-1.0239961375977265,-0.14718935219015938,1.4831531495786414
180,2021-06-08,26.63999938964844,9.800000190734863,2.990000009536743,201.19667053222656,28.46999931335449,43.560001373291016,0.3800164107062532,0.13956797265834114,2.2144069999950835,-1.0323992196122196,0.18478794583826025,1.4728509458605334
181,2021-06-09,26.489999771118164,9.800000190734863,2.890000104904175,199.5933380126953,27.43000030517578,42.7400016784668,0.3648966728639828,0.13956797265834114,2.0230518017431502,-1.058645050590012,-0.008092641865917061,1.4024519533680169
182,2021-06-10,25.3799991607666,9.789999961853027,2.8399999141693115,203.3733367919922,27.0,42.7599983215332,0.25301026676696886,0.1351283271092611,1.927373746390404,-0.9967681736171107,-0.08784147905041231,1.4041687144034087
183,2021-06-11,25.13999938964844,9.770000457763672,2.930000066757202,203.29666137695312,28.11000061035156,45.68000030517578,0.22881864776775765,0.1262494593990038,2.0995938810439236,-0.9980233156158869,0.1180217654266583,1.6548580732191502
184,2021-06-14,24.1200008392334,9.79699993133545,2.819999933242798,205.89666748046875,28.239999771118164,46.54999923706055,0.12600431508558252,0.13823599431603656,1.8891027067400172,-0.9554623871105198,0.14213170623672108,1.7295496233024492
185,2021-06-15,22.61000061035156,9.800000190734863,2.7300000190734863,199.7866668701172,28.209999084472656,45.150001525878906,-0.026201456010117707,0.13956797265834114,1.7168830283132774,-1.0554803442965803,0.13656771047690966,1.6093563732547838
186,2021-06-16,24.040000915527344,9.800000190734863,3.1600000858306885,201.6233367919922,28.399999618530277,45.02000045776367,0.11794044208584534,0.13956797265834114,2.5397112932501495,-1.0254148851704725,0.17180564280659527,1.5981954615178284
187,2021-06-17,23.549999237060547,9.800000190734863,3.2100000381469727,205.5333404541016,30.8799991607666,47.36000061035156,0.06854900367232022,0.13956797265834114,2.635388892376116,-0.9614098868384516,0.6317520133808614,1.7990902352772697
188,2021-06-18,23.399999618530277,9.800000190734863,3.0,207.7700042724609,30.11000061035156,46.90999984741211,0.05342926583005056,0.13956797265834114,2.2335425198202765,-0.92479670784052,0.4889463262913045,1.7604565619579249
189,2021-06-21,22.959999084472656,9.786999702453612,2.869999885559082,206.94332885742188,30.11000061035156,46.5099983215332,0.009077868202546847,0.1337963487669557,1.9847803058659839,-0.9383290119335936,0.4889463262913045,1.7261154462293626
